Fuel,VEHICLE_SEGMENT,liabilities,Customer_Income group
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
Petrol,B,,0- $25K
CNG,A,bodily injury liability,$25-$70K
CNG,A, personal injury protection,$25-$70K
CNG,A, property damage liability,$25-$70K
CNG,A, collision,$25-$70K
CNG,A, comprehensive,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,0- $25K
